Reference	LeftContext	Pivot	RightContext
HUM_cat-hotel_pol-NEG_tokenise, 467	， 什么 凯莱 ， 其实 也 是 很	差	的 ， 不要 对 他 寄望 什么 。 设备 老化 严重 ，
HUM_cat-hotel_pol-NEG_tokenise, 477	酒店 后 发现 ， 门面 特别 小 而且	差	， 很 不起眼 。 到 前台 办手续 又 发现 态度 特别 差
HUM_cat-hotel_pol-NEG_tokenise, 477	。 到 前台 办手续 又 发现 态度 特别	差	， 还 摆 着 服务 标兵 的 牌子 ， 我 是 一点
HUM_cat-hotel_pol-NEG_tokenise, 478	口气 还 很 不 友好 ！ 早餐 太	差	， 其它 讲究 。 不值 368 元 。 特价 房 环境 非常
HUM_cat-hotel_pol-NEG_tokenise, 486	， 地理环境 还 可以 ， 硬件 设施 太	差	。 早餐 品种 非常少 ， 没有 现烧 的 东西 ， 加料 不太
HUM_cat-hotel_pol-NEG_tokenise, 488	。 不是 迫不得已 ， 不 推荐 ， 性价比	差	， 还 不如 如家 和 汉庭 。 酒店 位置 不错 ， 但是
HUM_cat-hotel_pol-NEG_tokenise, 489	， 床上 潮湿 ， 无法 入睡 。 餐饮	差	的 无法形容 ， 超 五星级 的 价格 ， 但 菜品 质量 差
HUM_cat-hotel_pol-NEG_tokenise, 489	超 五星级 的 价格 ， 但 菜品 质量	差	的 无法 想象 ！ 里面 的 服务员 都 是 大爷 ， 比
HUM_cat-hotel_pol-NEG_tokenise, 493	一条 等 号 呢 ！ ！ 服务 太	差	， 说 房间 清理 要 15 分钟 ， 结果 等 了 四个
HUM_cat-hotel_pol-NEG_tokenise, 498	晚上 不会 很 吵 。 但 服务 比较	差	。 我们 住 的 房间 门锁 坏 了 ， 房卡 打不开 们
HUM_cat-hotel_pol-NEG_tokenise, 499	， 阳朔 遍地 都 是 客栈 。 差差	差	进门 去 门童 都 不 搭理 人 新 酒店 ， 但 都
HUM_cat-hotel_pol-NEG_tokenise, 501	半小时 。 业务 不 熟悉 ， 前台 态度	差	。 酒店 硬件 还 不错 ， 软件 跟不上 前台 服务员 太 坑人
HUM_cat-hotel_pol-NEG_tokenise, 514	和 李汪 大酒店 差得 很 远 ， 服务	差	， 设施 差 ， 给 我 的 感觉 是 酒店 的 服务生
HUM_cat-hotel_pol-NEG_tokenise, 514	差得 很 远 ， 服务 差 ， 设施	差	， 给 我 的 感觉 是 酒店 的 服务生 是 上帝 好像
HUM_cat-hotel_pol-NEG_tokenise, 515	了 ， 没什么 热水 ， 洗涤 用品 质量	差	， 柜台 少 ， 服务 慢 至少 输入 15 个 字 。
HUM_cat-hotel_pol-NEG_tokenise, 522	连锁. 永不 再住! 前台 服务员 服务	差	， 一副 公事公办 ， 爱住 不住 的 面孔 ， 不会 再 去
HUM_cat-hotel_pol-NEG_tokenise, 529	建议 入住 的 人 自己 考虑 清楚 。	差	， 太差 了 ， 希望 不要 推荐 给 携程 用户 。 。
HUM_cat-hotel_pol-NEG_tokenise, 532	了 ！ 管理混乱 ， 脏 、 乱 、	差	当地 名声不好 出租 司机 找 不到 此 宾馆 非常 一般 的 酒店
HUM_cat-hotel_pol-NEG_tokenise, 534	语) 虽然 不是 星级 酒店, 设备	差	可以 忍, 但 酒店 管理 和 serves 跟不上, 就 没有
HUM_cat-hotel_pol-NEG_tokenise, 537	太老 了 酒店 环境 很差 ， 服务态度 也	差	！ 而且 第二天 早上 还 不好 打车 去 机场 ， 我 上次
HUM_cat-hotel_pol-NEG_tokenise, 538	！ 太坑 爹 了 。 总体 感觉 比较	差	, 房间 家具 老旧, 商务 套间 的 地毯 居然 到处 是
HUM_cat-hotel_pol-NEG_tokenise, 541	至于 此 吧 ； 房间 隔音 效果 非常	差	， 隔壁 房间 的 男女 不干 正事 ， 絮絮叨叨 聊 了 一夜
HUM_cat-hotel_pol-NEG_tokenise, 548	只能 说 是 我 住 过 的 很	差	的 酒店 ， 房间 隔音 很差 ， 隔壁 的 客人 电视 开
HUM_cat-hotel_pol-NEG_tokenise, 553	声音 吵得 不能 好好 睡个 懒觉 卫生条件 比较	差	， 真的 很差 ！ 毛巾 白里 透 着 黑 ， 马桶 和
HUM_cat-hotel_pol-NEG_tokenise, 555	的 耐心. 这个 酒店 整体 而已 比较	差	. 服务 和 设施 都 不值 那个 价钱. 晚上 火车 很
HUM_cat-hotel_pol-NEG_tokenise, 556	非常 难 打车 。 3 、 服务 太	差	， 70 年代 的 水平 吧 。 还象 还 不想 改进 。
HUM_cat-hotel_pol-NEG_tokenise, 579	很差 、 这么 贵 的 价格 设备 配置	差	也 就算 了 、 马桶 套圈 裂 的 、 把 我 大腿肉
HUM_cat-hotel_pol-NEG_tokenise, 582	到 极致 无线 相当于 没有 ， 信号 太	差	， 被子 还 有点 潮 这 是 住 的 桔子 酒店 最差
HUM_cat-hotel_pol-NEG_tokenise, 583	的 一次 ， 房间 没窗 透风 性 很	差	， 感觉 是 隔出来 的 房间 ， 隔音 效果 很差 ， 一
HUM_cat-hotel_pol-NEG_tokenise, 584	总体 来讲 ， 对 登封 的 印象 比较	差	， 基本上 是 脏乱差 的 典型 ！ 酒店 的 设施 极端 简陋
HUM_cat-hotel_pol-NEG_tokenise, 585	是 超市 ， 还有 小吃 一条街 。 服务态度	差	！ 酒店 的 卫生 很 一般 ， 味道 比较 大 。 因为
HUM_cat-hotel_pol-NEG_tokenise, 595	无功 无过 。 总结 一个 字 ： “	差	” ！ 环境 差 ， 服务 差 ！ 很 糟糕 的 一次
HUM_cat-hotel_pol-NEG_tokenise, 595	一个 字 ： “ 差 ” ！ 环境	差	， 服务 差 ！ 很 糟糕 的 一次 住宿 体验 ！ 我
HUM_cat-hotel_pol-NEG_tokenise, 595	“ 差 ” ！ 环境 差 ， 服务	差	！ 很 糟糕 的 一次 住宿 体验 ！ 我 可以 负责 任
HUM_cat-hotel_pol-NEG_tokenise, 598	。 感觉 有 虫子 。 不太 卫生 服务	差	！ ！ ！ 我 住 的 是 6 号房 ， 无窗 ，
HUM_cat-hotel_pol-NEG_tokenise, 605	宾馆 太 需要 改进 了 ！ 见 过	差	的 四星 ， 没见 过 这么 差 的 四星 。 千万 不要
HUM_cat-hotel_pol-NEG_tokenise, 605	过 差 的 四星 ， 没见 过 这么	差	的 四星 。 千万 不要 住 ， 晚上 还有 骚扰电话 如果 只是
HUM_cat-hotel_pol-NEG_tokenise, 608	。 酒店 老 ， 房间 小 ， 早餐	差	。 周围 正在 修路 ， 乱 得 一塌糊涂 。 想 找 个
HUM_cat-hotel_pol-NEG_tokenise, 610	小吃 还是 不少 的 。 隔音 效果 太	差	， 窗外 空调机 闹 得 一 晚上 没 睡着觉 ， 第二天 就
HUM_cat-hotel_pol-NEG_tokenise, 612	设施 最多 2 星 。 服务 人员素质 太	差	， 让 不是 一个 房间 的 人 把 行李 拿走 。 环境
HUM_cat-hotel_pol-NEG_tokenise, 615	再 什么 都 不 满意 一切 都 很	差	！ 服务 不好 ！ 服务员 素质 没教养 ！ 特别 是 一楼 餐厅
HUM_cat-hotel_pol-NEG_tokenise, 616	隔壁 房间 聊天 都 能 听到 ～ 非常	差	的 入住 体验 ！ 是 拿 原来 一栋 老楼 改建 的 ，
HUM_cat-hotel_pol-NEG_tokenise, 622	南苑 机场 打车 ￥ 31 元 。 性价比	差	。 建议 住 大红门 附近 ， 距 南苑 机场 近 些 。
HUM_cat-hotel_pol-NEG_tokenise, 625	蚊香 千万别 住 这家 酒店 真的 非常 非常	差	， 服务 人员 的 态度 也 极度 差 ， 我 早餐券 不见
HUM_cat-hotel_pol-NEG_tokenise, 625	差 ， 服务 人员 的 态度 也 极度	差	， 我 早餐券 不见 了 ， 我 要求 前台 补 一张 ，
HUM_cat-hotel_pol-NEG_tokenise, 625	携程 投诉 ？ 或者 携程 怎么 推荐 这么	差	的 酒店 给 客户 ？ 如家 的 服务态度 都 没 这么 差
HUM_cat-hotel_pol-NEG_tokenise, 625	客户 ？ 如家 的 服务态度 都 没 这么	差	， 住 了 那么 多 酒店 ， 真是 第一次 遇到 这样 的
HUM_cat-hotel_pol-NEG_tokenise, 627	去入 往 。 服务 很差 ， 卫生 也	差	只有 服务态度 是 好 的 ， 只住 了 一夜 ， 全身 过敏
HUM_cat-hotel_pol-NEG_tokenise, 629	一个 字 “ 烂 ” ， 从未见过 如此	差	的 早餐 ， 我 8 点去 稀饭 都 没 了 ， 问
HUM_cat-hotel_pol-NEG_tokenise, 630	预定 要压 信用卡 ， 不能取消 。 酒店 周围环境	差	， 内部 也 很 旧 ， 卫生 不好 ， 很脏 ， 总之
HUM_cat-hotel_pol-NEG_tokenise, 635	房间 阴暗 压抑 ， 停车 不 方便 非常	差	的 古老 的 所谓 星级 酒店 ， 物非 所值 － － 洗手间
HUM_cat-hotel_pol-NEG_tokenise, 647	为了 第二天 的 早班 航班 里面 设施 太	差	， 物不所值 房间 地毯 很脏 ， 设施 一般 ， 比较 旧 。
HUM_cat-hotel_pol-NEG_tokenise, 653	可以 寄存 东西 ， 这个 很 好 。	差	！ 再 不会 住 了 第一天 到 ， 晚上 给 个 吹风机
HUM_cat-hotel_pol-NEG_tokenise, 653	… 什么 破 宾馆 。 一次性 用品 都	差	的 要死 ， 很多 老旧 了 ， 幸好 我 自带 了 很多
HUM_cat-hotel_pol-NEG_tokenise, 659	， 38 一人 ， 另外 付款 。 质量	差	。 从未 住 过 态度 如此 差 的 酒店 ！ 我们 两个
HUM_cat-hotel_pol-NEG_tokenise, 660	质量 差 。 从未 住 过 态度 如此	差	的 酒店 ！ 我们 两个 房间 ， 一个 房间 落 了 一块
HUM_cat-hotel_pol-NEG_tokenise, 662	没有, 酒店 3 楼 的 餐厅 更是	差	极了, 而 菜单 里 没 几样 菜 有 的, 摆明
HUM_cat-hotel_pol-NEG_tokenise, 690	。 总结 ： 硬件 老旧 ， 服务 太	差	。 春节 期间 住 了 一晚 ， 房价 高不说 ， 房间内 的
HUM_cat-hotel_pol-NEG_tokenise, 694	的 上海 的 商务 成本 越来越 高 这样	差	的 酒店 ， 居然 也 能 得到 不错 的 评价 吃 ：
HUM_cat-hotel_pol-NEG_tokenise, 694	走段 路 提醒 ： 前台 的 服务 特别	差	。 房间 内部 设施 老旧 ， 修电 的 老工人 敲 错门 ，
HUM_cat-hotel_pol-NEG_tokenise, 700	和 设施 以及 地点 都 非常 非常 的	差	， 特别 的 硬件 设施 不是 水管 坏 了 ， 就是 电视
HUM_cat-hotel_pol-NEG_tokenise, 703	说 一下 这家 宾馆 前台 服务 实在 是	差	， 很差 ， 非常 差 ！ 简直 就是 欺骗 顾客 ！ 在
HUM_cat-hotel_pol-NEG_tokenise, 703	服务 实在 是 差 ， 很差 ， 非常	差	！ 简直 就是 欺骗 顾客 ！ 在 拍 时 就 选 拍
HUM_cat-hotel_pol-NEG_tokenise, 704	的 奇葩 ， 差劲 透 了 ！ 周边环境	差	， 房间 卫生 差 ， 房间 设施 老旧 ， 服务 差 （
HUM_cat-hotel_pol-NEG_tokenise, 704	透 了 ！ 周边环境 差 ， 房间 卫生	差	， 房间 设施 老旧 ， 服务 差 （ 接送 车辆 接送 不
HUM_cat-hotel_pol-NEG_tokenise, 704	卫生 差 ， 房间 设施 老旧 ， 服务	差	（ 接送 车辆 接送 不 到位 ， 电话 接 不通 ， 卫生设备
HUM_cat-hotel_pol-NEG_tokenise, 705	房间 太小 ， 过道 太窄 ， 隔音 太	差	， 加上 卫生间 漏水 到 地板 ， 价格 却 比汉庭 高出 近
HUM_cat-hotel_pol-NEG_tokenise, 706	不值 。 服务 还 可以 ， 酒店 是	差	了 些 除了 环境 比较 好 ， 在 云龙 公园 对面 ，
HUM_cat-hotel_pol-NEG_tokenise, 708	半夜 被 蚊子 打扰 几次 一个 字:	差	酒店设施 非常 一般 ， 连 三星 都 不如 ， 甚至 连 一些
HUM_cat-hotel_pol-NEG_tokenise, 709	一般 。 价格 非常 不值 ， 性价比 太	差	。 以后 不会 再 入住 。 又 没有 人 尝试 过 在
HUM_cat-hotel_pol-NEG_tokenise, 713	* * 不是 。 从未 住 过 如此	差	的 宾馆 ， 性价比 差 ， 不 推荐 入住 入住 单 人大
HUM_cat-hotel_pol-NEG_tokenise, 713	住 过 如此 差 的 宾馆 ， 性价比	差	， 不 推荐 入住 入住 单 人大 床 标准间: 给 人
HUM_cat-hotel_pol-NEG_tokenise, 715	联系 总台.? 酒店 服务员 态度 十分	差	， 作为 服务行业 对待 客人 的 态度 十分 不耐烦 ， 而且 管理混乱
HUM_cat-hotel_pol-NEG_tokenise, 716	简陋 ， 而且 霉味 较 重 差差 差差	差	！ 卫生 极度 差 ！ 没有 早餐 配送 ， 这是 骗人 的
HUM_cat-hotel_pol-NEG_tokenise, 716	较 重 差差 差差 差 ！ 卫生 极度	差	！ 没有 早餐 配送 ， 这是 骗人 的 电话 没人接 听 语音
HUM_cat-hotel_pol-NEG_tokenise, 719	的 酒店 向来 这样 ， 又 贵 又	差	！ 房间 里面 那个 叫 热 啊 ， 开 了 空调 制冷
HUM_cat-hotel_pol-NEG_tokenise, 735	不好 能 不住 就 尽量 别住 吧 ，	差	就 一个 字 ， 反正 住 了 一天 我 就 换 地方
HUM_cat-hotel_pol-NEG_tokenise, 738	也 没有 ， 显得 有些 荒凉 。 服务态度	差	， 房间 在 环线 边上 ， 噪音 非常 大 不会 再 去
HUM_cat-hotel_pol-NEG_tokenise, 748	！ ！ ！ 说 是 五星 ， 服务	差	的 没话说 ， check in 速度慢 的 跟 乌龟 一样 ； 订
HUM_cat-hotel_pol-NEG_tokenise, 749	床单 还有 滩 干掉 的 血 ～ 非常	差	的 一家 酒店, 虽然 前台 小姐 开房 时 对 你 郑重声明
HUM_cat-hotel_pol-NEG_tokenise, 753	女士 外, 其它 的 人员 都 很	差	, 前台 完全 是 招待所 的 感觉, 而且 是 国营 的
HUM_cat-hotel_pol-NEG_tokenise, 756	， 房间 消费 常 搞错 ， 服务 太	差	。 名 过于 实 。 一般 在 一般 还是 一般 。 入住
HUM_cat-hotel_pol-NEG_tokenise, 760	点 看 都 不是 五星 标准 ， 差差	差	。 小木屋 的 隔音 相当 差, 而且 房间 间隔 很近,
HUM_cat-hotel_pol-NEG_tokenise, 761	， 差差 差 。 小木屋 的 隔音 相当	差	, 而且 房间 间隔 很近, 门口 就是 过道. 由于 游客
HUM_cat-hotel_pol-NEG_tokenise, 765	！ 恶心 了 一上午 。 酒店 前台 服务	差	， 很差 ， 非常 差 ！ 欺骗 顾客 ！ 用 204 元无窗
HUM_cat-hotel_pol-NEG_tokenise, 765	酒店 前台 服务 差 ， 很差 ， 非常	差	！ 欺骗 顾客 ！ 用 204 元无窗 暗房 偷 替换 已付 了
HUM_cat-hotel_pol-NEG_tokenise, 766	， 结果 房间 非常 小 ， 硬件 设施	差	， 洗手间 洗澡 的 时候 积水 严重 ， 老公 抱怨 我 为了
HUM_cat-hotel_pol-NEG_tokenise, 766	老公 抱怨 我 为了 省钱 ， 订 这么	差	的 房间 ， 本来 打算 住 两晚 的 ， 住 了 一晚
HUM_cat-hotel_pol-NEG_tokenise, 768	后悔 死 了 这 是 住 过 非常	差	的 一次 酒店 。 晚上 加床 ， 对方 说 因为 你们 不
HUM_cat-hotel_pol-NEG_tokenise, 771	了 一点 。 。 。 。 酒店 太	差	。 定 298 元 ， 前台 收 318 元 ， 我要 投诉
HUM_cat-hotel_pol-NEG_tokenise, 810	服务 很差 ， 比 一般 连锁 酒店 还	差	， 跟 他 说话 爱 搭 不理 ， 以后 不会 再 住
HUM_cat-hotel_pol-NEG_tokenise, 811	再 住 了 。 酒店 房间 设施 比较	差	， 卫生 也 一般 ， 有股 味道 。 就是 位置 还 算
HUM_cat-hotel_pol-NEG_tokenise, 813	很 不 满意 。 前台 服务 人员素质 太	差	， 脾气 不好 ， 房间 设施 不全 。 充电器 插头 太 少
HUM_cat-hotel_pol-NEG_tokenise, 815	不住 了 前台 服务 极其 恶劣 服务 太	差	酒店设施 陈旧 ， 服务员 态度生硬 ， 位置 也 较 偏僻 。 酒店
HUM_cat-hotel_pol-NEG_tokenise, 826	价格 还 算 公道 缺点: 房间 设备	差	, 几乎 就是 招待所 的 标准, 周围环境 脏乱差, 噪音 大
HUM_cat-hotel_pol-NEG_tokenise, 828	很 臭 ， 空调 声音 很大 ， 效果	差	！ 水 也 很小 ， 房间内 只有 一个 插座 且 是 松动
HUM_cat-hotel_pol-NEG_tokenise, 828	早餐 贵且 不好 ， 品种 少 ， 口味	差	！ 另外 ， 离 地铁口 远 ！ 房间 里 的 硬件 设施
HUM_cat-hotel_pol-NEG_tokenise, 830	睡着 ， 崩溃 ！ 房间 隔音 效果 太	差	春节 前往 香港 度假 ， 入住 富豪 东方 酒店 。 该 酒店
HUM_cat-hotel_pol-NEG_tokenise, 836	接送 巴士 ， 方便 赶 航班 。 性价比	差	一进 酒店 就 闻到 一股 刺鼻 的 难闻 味道 ， 房间 也
HUM_cat-hotel_pol-NEG_tokenise, 838	糟糕 的 三星级 酒店, 比 招待所 还	差	。 一 、 相当 的 脏 ， 地毯 又 旧 又 黑
HUM_cat-hotel_pol-NEG_tokenise, 839	， 空调 坏 了 还 没法用 ， 服务	差	， 果断 退房 。 真的 千万别 在 这 吃饭 坑 死 了
HUM_cat-hotel_pol-NEG_tokenise, 844	- 铁锈 的 颜色 。 早餐 也 很	差	, 没有 什么 东西 可 吃 的 。 和 同级 别的 如
HUM_cat-hotel_pol-NEG_tokenise, 845	的 垃圾 饭 ； 3 ， 服务 超级	差	， 明明 知道 三楼 装修 ， 还 把 我们 安排 在 三楼
HUM_cat-hotel_pol-NEG_tokenise, 854	糟糕 的 是 ， 隔 ！ 音 ！	差	！ 到 ！ 爆 ！ 半夜 隔壁 妹子 的 叫床声 听 的
HUM_cat-hotel_pol-NEG_tokenise, 857	很脏 。 。 环境 不错 ， 服务 太	差	， 态度生硬 。 服务 很差 ， 晚上 竟然 停电 了 2 -
HUM_cat-hotel_pol-NEG_tokenise, 859	没有 ） 。 真是 恶心 ！ 印象 太	差	， 下次 不会 再 考虑 入住 该 酒店 ！ 虽说 合肥 的
HUM_cat-hotel_pol-NEG_tokenise, 860	比较 差能 理解, 但 没见 过 这么	差	的 服务 及 酒店设施! 还 四星级 呢, 简直 不如 街边
HUM_cat-hotel_pol-NEG_tokenise, 861	很小 ， 一些 用品 的 质量 也 很	差	， 牙刷 掉 毛 严重 ， 当然 我 应该 自己 带 ，
HUM_cat-hotel_pol-NEG_tokenise, 879	都 睡不着 。 从未 住 过 的 这么	差	的 5 星级 酒店, 一家人 开车 去 玩, 8 月
HUM_cat-hotel_pol-NEG_tokenise, 899	拖拉机; 我 真 不知 携程 现在 越来越	差	了 '我 现在 只能 每去 一个 地方 跟 人 酒店 去
HUM_cat-hotel_pol-NEG_tokenise, 911	就 可以 看出 ~ ~ ~ 设施 非常	差	， 味道 难闻 ， 卫生 恶劣 ， 最 糟糕 的 是 还有
HUM_cat-hotel_pol-NEG_tokenise, 912	而 至 满意 而 归 。 态度 超级	差	， 超级 差 ， 超级 差 。 设施 也 不好 ， 性价比
HUM_cat-hotel_pol-NEG_tokenise, 912	而 归 。 态度 超级 差 ， 超级	差	， 超级 差 。 设施 也 不好 ， 性价比 低 。 因为
HUM_cat-hotel_pol-NEG_tokenise, 912	态度 超级 差 ， 超级 差 ， 超级	差	。 设施 也 不好 ， 性价比 低 。 因为 银行 已 打烊
HUM_cat-hotel_pol-NEG_tokenise, 913	行李 还 没 保障 吗 ？ 应变能力 有够	差	的 ， 另外 在 退房 时 前台 的 服务 人员 态度 不佳
HUM_cat-hotel_pol-NEG_tokenise, 916	大 ， 交通 也 方便 ， 就是 卫生	差	， 服务态度 差 。 酒店 很差 ， 虽然 挂牌 4 星 ，
HUM_cat-hotel_pol-NEG_tokenise, 916	也 方便 ， 就是 卫生 差 ， 服务态度	差	。 酒店 很差 ， 虽然 挂牌 4 星 ， 但 只有 准
HUM_cat-hotel_pol-NEG_tokenise, 921	近 总体 来看 ， 酒店 价高 ， 设施	差	， 不 值得 推荐 。 价格 338 元 标准间 ， 在 同类
HUM_cat-hotel_pol-NEG_tokenise, 926	严重 入住 宾馆 很 失望, 环境 比较	差	, 房间 像 招待所, 正个 房间 充满 着 一股 下水道 的
HUM_cat-hotel_pol-NEG_tokenise, 933	， 甚至 连 自助 早 ， 都 要	差	很多 。 订房 的 时候 总 想不起 皇家 国际饭店 的 具体 名字
HUM_cat-hotel_pol-NEG_tokenise, 939	的 就 很 不好 ！ 房间 配置 也	差	， 毛巾 都 是 须 边 ！ 连 住 三次 每个 房间
HUM_cat-hotel_pol-NEG_tokenise, 939	了 间 尾房 就算 了 隔音 还 超级	差	！ 还有 一次 快 睡着 了 浴室 突然 开始 滴水 真的 是
HUM_cat-hotel_pol-NEG_tokenise, 944	还 可以 ， 设施 就 不是 一般 的	差	， 第一个 房间 网口 坏 了 不能 上网 ， 换个 房间 ，
HUM_cat-hotel_pol-NEG_tokenise, 948	较 陈旧 卫生 状况不佳 总机 服务 人员 态度	差	空调 噪音 大 离 机场 近 ， 晚上 比较 吵 酒店 接送
HUM_cat-hotel_pol-NEG_tokenise, 950	， 充满 烟味 ， 司机 和 前台 服务	差	到极点 ， 多问 一句 就 出言 顶撞 ， 而且 担保 预定 入住
HUM_cat-hotel_pol-NEG_tokenise, 953	还烂 了! 这是 五星 酒店 吗?	差	! 差! 差! 还 600 多一晚! 真 不可思议!
HUM_cat-hotel_pol-NEG_tokenise, 953	! 这是 五星 酒店 吗? 差!	差	! 差! 还 600 多一晚! 真 不可思议! 通过 携程
HUM_cat-hotel_pol-NEG_tokenise, 953	五星 酒店 吗? 差! 差!	差	! 还 600 多一晚! 真 不可思议! 通过 携程 预定 后
HUM_cat-hotel_pol-NEG_tokenise, 957	的 ， 服务员 态度 不怎么样 。 前台 服务态度	差	到极点 ， 我要 投诉 。 我 帮 爸妈 在 手机 上订 的
HUM_cat-hotel_pol-NEG_tokenise, 960	， 不 推荐 ， 从来 没住 过 这么	差	的 酒店 水壶 换 了 3 个 、 标房 双床 才 给
HUM_cat-hotel_pol-NEG_tokenise, 961	航站楼 出发 口 ， 真是 醉 了 ～	差	一分钟 就 误机 了 。 订 了 一间 420 多 的 房间
HUM_cat-hotel_pol-NEG_tokenise, 965	档次 太低 ， 房间 太小 ， 设施 太	差	， 一台 电梯 。 酒店 房间 没有 桌子 第一次 遇到 竟然 还有
HUM_cat-hotel_pol-NEG_tokenise, 975	就是 房间 太老 了 ， 卫生 也 很	差	， 不过 里面 挺 适合 放松 的 ， 有 一个 园林 离
HUM_cat-hotel_pol-NEG_tokenise, 976	园林 离 机场 太远 ， 性能 价格比 太	差	， 前台 态度 野蛮 ， 勘比山 村野 店 。 三个 字 ：
HUM_cat-hotel_pol-NEG_tokenise, 977	。 三个 字 ： 脏 、 乱 、	差	！ 房间 里面 看上去 还 可以 ， 但是 仔细 看 ， 很多
HUM_cat-hotel_pol-NEG_tokenise, 979	多次 入住 了 。 个人感觉 现在 是 越来越	差	。 6 / 17 早晨 3 点多 ， 还是 那 一班 火车
HUM_cat-hotel_pol-NEG_tokenise, 982	不如 200 多 的 酒店 ！ 早餐 也	差	的 一比 ！ 总之 无 语 ！ 下次 再也 不住 了 ！
HUM_cat-hotel_pol-NEG_tokenise, 992	很晚 到 的 酒店 酒店 一般般 服务 太	差	跟 其他 的 分店 根本 就 没法 比 虽说 是 连锁店 也
HUM_cat-hotel_pol-NEG_tokenise, 1004	早餐 水平 比如 家 的 十元 的 还	差	。 服务员 根本 不够 用 ， 我 自己 收拾 了 一 桌子
HUM_cat-hotel_pol-NEG_tokenise, 1005	上海 路边 的 公共厕所 都 不会 比 它	差	。 房间 ？ 也 就 二星级 的 水准 ， 糊弄 客人 也
HUM_cat-hotel_pol-NEG_tokenise, 1008	放在 床头 ， 很 不 方便 服务 有点	差	， 连续 两天 我 想 借 荞麦皮 枕头 都 没有 ， 尤其
HUM_cat-hotel_pol-NEG_tokenise, 1010	高大 上 的 ， 可是 房间 不要 太	差	。 进 房间 的 时候 有 一股 异味 ， 床单 感觉 是
HUM_cat-hotel_pol-NEG_tokenise, 1012	噪音 大 （ 隔音 效果 相比 二楼 以上	差	很多 ） ， 而且 蚊子 多 的 不得了 ， 一晚 没 睡
HUM_cat-hotel_pol-NEG_tokenise, 1017	00 ， 一间 22 ： 00 ， 早餐	差	用餐 一般 ， 价格比 一般 稍贵 ， 签单 付账 时 千万 注意
HUM_cat-hotel_pol-NEG_tokenise, 1019	房费 还 把 政治 搬出来 吓人 态度 太	差	我 去过 的 酒店 都 有 中午 退 房前 电话 询问 是否
HUM_cat-hotel_pol-NEG_tokenise, 1026	本想 休息 几天 ， 但 住宿 实在 太	差	， 干脆 一家人 ， 勉强 住 了 两夜 就 退房 走 人
HUM_cat-hotel_pol-NEG_tokenise, 1027	了 两夜 就 退房 走 人 。 硬件	差	， 环境 一般 ， 卫生 差 ， 没得 可 说 的 入住
HUM_cat-hotel_pol-NEG_tokenise, 1027	。 硬件 差 ， 环境 一般 ， 卫生	差	， 没得 可 说 的 入住 的 经济 客房, 一 开门
HUM_cat-hotel_pol-NEG_tokenise, 1030	居然 是 三星 简直 让 人 无法 相信	差	， 太差 了 ， 可惜 没 0 分 ， 有 0 分
HUM_cat-hotel_pol-NEG_tokenise, 1032	说不清 2 ， 房间 面积 和 形状 非常	差	， 看 他们 酒店 建筑 的 外观 就 能 看 的 出来
HUM_cat-hotel_pol-NEG_tokenise, 1032	的 菜 难吃 的 很 ， 早点 特别	差	， 根本 就 不 像 一个 四星级 酒店 的 早餐 标准 4
HUM_cat-hotel_pol-NEG_tokenise, 1032	电梯 ， 过 道 ， 餐厅 ， 非常	差	， 卫生间 就 一 招待所 标准 ， 根本 够不上 四星 ！ ！
HUM_cat-hotel_pol-NEG_tokenise, 1033	了 ， 我 真的 被 气死 了 十分	差	， 服务 ， 环境 ， 从 大堂 到 房间 要行 一段路 ，
HUM_cat-hotel_pol-NEG_tokenise, 1035	异味 更 不用说 了 。 前台 服务 太	差	订 的 一般 标准间 ￥ 228 的 ， 在 前台 等 了
HUM_cat-hotel_pol-NEG_tokenise, 1057	主要 的, 最 主要 的 是 质量	差	的 东西 能 伤人, 我 打开 没 用力 就 破,
HUM_cat-hotel_pol-NEG_tokenise, 1062	整个 事情 的 具体 过程 。 北京 从不	差	五星级 酒店 ， 而且 一个 五星级 酒店 的 员工 ， 摆 不正
HUM_cat-hotel_pol-NEG_tokenise, 1081	在 酒店 住 的 时候 环境 相当 的	差	， 卫生 不 打扫 ， 前台 服务态度 相当 的 差 ， （
HUM_cat-hotel_pol-NEG_tokenise, 1081	卫生 不 打扫 ， 前台 服务态度 相当 的	差	， （ 个别 的 ） 还有 那个 保健 中心 的 服务员 素质
HUM_cat-hotel_pol-NEG_tokenise, 1081	还有 那个 保健 中心 的 服务员 素质 太	差	， 足浴 不到 时间 就 完事 了 ， 还 理直气壮 的 说
HUM_cat-hotel_pol-NEG_tokenise, 1091	看看 最后 也 没来 2 ， 因为 有时	差	， 凌晨 0 点 入住 ， 说 下午 六点 前 退房 算一天
HUM_cat-hotel_pol-NEG_tokenise, 1099	前台 和 早餐 的 服务 ， 绝对 的	差	到极点 房间 冷 ， 卫生 差 ， 布草 几乎 都 破损 ，
HUM_cat-hotel_pol-NEG_tokenise, 1100	绝对 的 差 到极点 房间 冷 ， 卫生	差	， 布草 几乎 都 破损 ， 很 不 满意 。 感觉 服务
HUM_cat-hotel_pol-NEG_tokenise, 1101	破损 ， 很 不 满意 。 感觉 服务	差	不 负责 不能 代表 北京 形象 了 ， 什么 破 酒店 ，
