Reference	LeftContext	Pivot	RightContext
GPT_POS_tokenise, 1217	办理 非常 顺畅 ， 几乎 不用 等待 。	酒店	公共 区域 整洁 有序 ， 看起来 很 舒适 。 客房 清扫 非常
GPT_POS_tokenise, 1221	不错 ， 夜晚 睡眠 质量 很 好 。	酒店	整体 维护 良好 ， 看起来 整洁 又 新 。 浴室镜 面 清晰
GPT_POS_tokenise, 1226	， 睡 起来 很 舒服 很 安心 。	酒店	位置 交通 便利 ， 出行 选择 很多 很 灵活 。 前台 人员
GPT_POS_tokenise, 1231	正常 ， 使用 过程 中 很 顺手 。	酒店	整体 服务 稳定 ， 体验 比较 一致 可靠 。 整个 入住 过程
GPT_POS_tokenise, 1235	的 床铺 ， 整体 感觉 很 温馨 。	酒店	内部 指引 非常 清晰 ， 第一次 入住 也 不会 迷路 。 客房
GPT_POS_tokenise, 1240	使用 时 没有 滑腻 感 很 安全 。	酒店	整体 装饰 风格 简洁 大方 ， 视觉 上 很 舒服 不 杂乱
GPT_POS_tokenise, 1245	均匀 ， 白天 不 需要 额外 开灯 。	酒店	周围环境 安静 ， 晚上 休息 完全 不会 被 打扰 。 前台 人员
GPT_POS_tokenise, 1249	， 温度 稳定 使用 感 很 好 。	酒店	电梯 运行 顺畅 ， 高峰 时段 也 不 拥挤 。 房间内 家具
GPT_POS_tokenise, 1252	， 没有 复杂 手续 或 多余 步骤 。	酒店	整体 环境 维护 得 很 好 ， 公共 区域 始终 整洁 。
GPT_POS_tokenise, 1258	很 干净 ， 没有 任何 异味 问题 。	酒店	整体 服务 节奏 稳定 ， 体验 过程 很 顺畅 。 客房 内
GPT_POS_tokenise, 1261	， 进入 后 很快 就 舒适 了 。	酒店	位置 出行 便利 ， 交通 方式 选择 很多 。 前台 解释 入住
GPT_POS_tokenise, 1265	良好 ， 长时间 停留 也 不会 闷 。	酒店	管理 有序 ， 各项 安排 都 很 合理 。 床上用品 干净 柔软
GPT_POS_tokenise, 1269	柔和 ， 晚上 休息 氛围 很 好 。	酒店	整体 维护 良好 ， 看起来 干净 又 整洁 。 客房 设计 简洁
GPT_POS_tokenise, 1273	。 这次 入住 体验 整体 很 满意 ，	酒店	环境 干净 整齐 ， 让 人 感觉 很 安心 。 前台 服务
GPT_POS_tokenise, 1276	整体 看起来 很 新 也 很 舒适 。	酒店	位置 便利 ， 周边 生活 设施 齐全 。 床铺 非常 舒适 ，
GPT_POS_tokenise, 1291	情况 良好 ， 住 得 很 放心 。	酒店	周边环境 安静 ， 适合 休息 。 入住 过程 很 顺利 ， 没有
GPT_POS_tokenise, 1303	态度 很 好 ， 交流 顺畅 自然 。	酒店	管理 规范 ， 入住 体验 比较 安心 。 床垫 舒适度 很 好
GPT_POS_tokenise, 1312	广州 出差 ， 本来 就是 随便 订 的	酒店	， 想着 能住 就 行 ， 结果 到 了 之后 整体 比
GPT_POS_tokenise, 1313	看 了 很多 评价 之后 选 了 这家	酒店	， 结果 到 了 之后 感觉 还 挺 稳 的 。 大堂
GPT_POS_tokenise, 1314	这次 出差 在 杭州 住 了 三晚 ，	酒店	整体 属于 比较 实用型 的 ， 没有 太 多 花里胡哨 的 东西
GPT_POS_tokenise, 1315	这次 一个 人来 旅游 ， 住 了 这家	酒店	三天 ， 整体 体验 比 我 想象 中好 一点 。 刚到 的
GPT_POS_tokenise, 1315	来说 属于 那种 住 着 不会 出错 的	酒店	。 这次 来 成都 主要 是 休息 几天 ， 选 这家 酒店
GPT_POS_tokenise, 1316	成都 主要 是 休息 几天 ， 选 这家	酒店	也 是 朋友 推荐 的 。 入住 之后 感觉 确实 还 行
GPT_POS_tokenise, 1317	两晚 ， 总体 感觉 还是 比较满意 的 。	酒店	外观 看着 一般 ， 但 进去 之后 还 挺 整洁 的 ，
GPT_POS_tokenise, 1318	一下 。 这次 在 深圳 临时 订 的	酒店	， 本来 没抱 期待 ， 结果 入住 之后 还 挺 惊喜 的
GPT_POS_tokenise, 1318	洗澡水 很 稳定 ， 这点 比 很多 同价位	酒店	好 。 前台 退房 也 很快 ， 没有 拖时间 。 整体 来说
GPT_POS_tokenise, 1319	。 这次 在 南京 住 了 两天 ，	酒店	位置 挺 关键 的 ， 离 地铁站 很近 ， 出行 很 方便
GPT_POS_tokenise, 1320	的 一家 商务酒店 。 这次 旅行 住 这家	酒店	三 晚 ， 感觉 最 明显 的 就是 稳定 ， 没有 什么
GPT_POS_tokenise, 1321	接受 。 这次 来 西安 玩选 了 这家	酒店	， 位置 真的 挺 方便 的 ， 去 景点 打车 都 不远
GPT_POS_tokenise, 1322	这次 出差 在 厦门 住 了 几天 ，	酒店	整体 感觉 比较 稳 。 房间 不算 大 ， 但 收拾 得
GPT_POS_tokenise, 1323	但 不算 严重 。 这次 住 了 这家	酒店	两晚 ， 整体 感觉 还 可以 。 前台 效率 挺 高 的
GPT_POS_tokenise, 1324	这次 一个 人来 武汉 住 了 三天 ，	酒店	属于 比较 中规中矩 的 类型 ， 但 细节 做 得 还行 。
GPT_POS_tokenise, 1325	。 这次 在 青岛 住 了 两晚 ，	酒店	位置 挺不错 ， 离 海边 不远 ， 走路 也 能 到 一些
GPT_POS_tokenise, 1326	声音 。 这次 带 朋友 来 住 这家	酒店	， 总体 体验 还 不错 。 房间 空间 够用 ， 两个 人住
GPT_POS_tokenise, 1326	比较 方便 ， 出门 就 能 打车 。	酒店	整体 比较 干净 整齐 ， 没有 什么 让 人 不 舒服 的
GPT_POS_tokenise, 1327	， 感觉 属于 那种 不会 踩 雷 的	酒店	。 房间 每天 打扫 得 挺 干净 ， 回来 都 是 整洁
GPT_POS_tokenise, 1328	但 可靠 。 这次 出差 临时 订 的	酒店	， 结果 体验 还 可以 。 房间 不大 但 够用 ， 布局合理
GPT_POS_tokenise, 1328	的 。 整体 就是 比较 实用 的 一家	酒店	。 这次 旅行 住 这家 酒店 两晚 ， 整体 感觉 比较 轻松
GPT_POS_tokenise, 1329	的 一家 酒店 。 这次 旅行 住 这家	酒店	两晚 ， 整体 感觉 比较 轻松 。 房间 干净 ， 没有 异味
GPT_POS_tokenise, 1330	。 这次 在 天津 住 了 一晚 ，	酒店	整体 还 行 。 房间 比较 安静 ， 晚上 没 怎么 被
GPT_POS_tokenise, 1331	舒服 的 那种 。 这次 住 了 这家	酒店	三天 ， 整体 比较满意 。 房间 每天 打扫 得 很 及时 ，
GPT_POS_tokenise, 1332	。 这次 来 住 感觉 还 可以 ，	酒店	整体 偏 实用 风格 ， 没有 太 多 装饰 但 够用 。
GPT_POS_tokenise, 1334	但 还 能 接受 。 这次 住 这家	酒店	整体 感觉 不错 ， 房间 比 预期 干净 ， 床 也 挺舒服
GPT_POS_tokenise, 1335	选择 。 这次 旅行 住 了 三天 ，	酒店	整体 比较稳定 。 房间 干净 ， 床 舒服 ， 睡得 很 好
GPT_POS_tokenise, 1336	。 这次 来 住 感觉 还 可以 ，	酒店	整体 比较 安静 。 房间 卫生 不错 ， 床单 干净 。 洗澡
GPT_POS_tokenise, 1338	什么 槽 点 。 这次 出差 住 这家	酒店	， 感觉 还 行 。 房间 简单 但 干净 ， 床 也
GPT_POS_tokenise, 1340	服务 正常 。 属于 比较 稳 的 一家	酒店	。 这次 旅行 住 了 两晚 ， 整体 还 行 。 房间
GPT_POS_tokenise, 1344	明显 问题 。 这次 住 了 两晚 ，	酒店	整体 还 可以 。 房间 干净 ， 设施 基本 够用 。 前台
GPT_POS_tokenise, 1345	。 这次 来 上海 出差 住 的 这家	酒店	， 整体 感觉 还 挺 超出 预期 的 ， 本来 只是 随便
GPT_POS_tokenise, 1347	很 好 。 原本 是 临时 订 的	酒店	， 也 没 做 太 多 期待 ， 到 了 之后 反而
GPT_POS_tokenise, 1348	。 住 了 两天 感觉 还 可以 ，	酒店	位置 挺 好 的 ， 去 哪 都 算 方便 ， 打车
GPT_POS_tokenise, 1349	能 接受 。 这次 出差 选 的 这家	酒店	算是 比较 稳 的 选择 ， 没有 什么 特别 惊艳 的 地方
GPT_POS_tokenise, 1350	来 杭州 玩 的 时候 住 的 这家	酒店	， 总体 体验 还 不错 ， 位置 挺 好 ， 离 景点
GPT_POS_tokenise, 1351	。 这次 一个 人 旅行 随便 订 的	酒店	， 结果 出乎意料 还 可以 ， 房间 不大 但 一个 人住 完全
GPT_POS_tokenise, 1352	不过 整体 还是 能 休息 好 的 。	酒店	位置 很 好找 ， 导航 直接 到 门口 ， 前台 办理 入住
GPT_POS_tokenise, 1354	不 影响 使用 。 临时 出差 选 的	酒店	， 价格 不高 所以 本来 没太多 期待 ， 结果 入住 后 觉得
GPT_POS_tokenise, 1355	声 。 带 朋友 一起 住 的 这家	酒店	， 整体 还 算 满意 ， 前台 还 挺 贴心 帮 我们
GPT_POS_tokenise, 1356	时候 有点 局促 。 这次 旅行 住 这家	酒店	算是 比较 顺 的 一次 体验 ， 入住 退房 都 很快 ，
GPT_POS_tokenise, 1357	感觉 还 行 ， 属于 那种 中规中矩 的	酒店	， 没有 特别 亮点 但 也 不会 失望 ， 前台 态度 不错
GPT_POS_tokenise, 1358	， 就是 电视信号 有点 不太 清晰 。 这家	酒店	位置 挺不错 的 ， 周边 吃饭 很 方便 ， 下楼 就 能
GPT_POS_tokenise, 1359	新 。 这次 来 广州 住 的 这家	酒店	整体 感觉 还 可以 ， 交通 方便 ， 去 商圈 也 不远
GPT_POS_tokenise, 1360	。 住 了 两天 总体 体验 不错 ，	酒店	环境 比较 安静 ， 晚上 不会 太吵 ， 适合 休息 ， 房间
GPT_POS_tokenise, 1361	稍微 注意 一点 。 这次 出行 选 的	酒店	属于 比较 实用型 的 ， 没有 太 多 花哨 的 东西 ，
GPT_POS_tokenise, 1363	的 时候 容易 溅水 。 这次 住 的	酒店	算是 性价比 还 不错 的 选择 ， 价格 不贵 但 整体 还
GPT_POS_tokenise, 1364	， 就是 房间 WiFi 偶尔 不太 稳定 。	酒店	位置 很 好 ， 出门 就是 地铁口 ， 出行 特别 方便 ，
GPT_POS_tokenise, 1366	下来 。 这次 家庭 出游 住 的 这家	酒店	总体 还 可以 ， 空间 够用 ， 小孩 也 能 活动 开
GPT_POS_tokenise, 1367	的 ， 就是 卫生间 稍微 有点 小 。	酒店	整体 比较 朴实 ， 没有 太 多 亮点 但 也 不会 踩
GPT_POS_tokenise, 1369	声音 。 住 下来 感觉 还 不错 ，	酒店	位置 在 市区 ， 去 哪 都 方便 ， 房间 干净 度
GPT_POS_tokenise, 1370	偏暗 ， 不太 适合 晚上 工作 。 这家	酒店	属于 那种 基础 型 的 ， 但 做 得 还 算 扎实
GPT_POS_tokenise, 1372	稍微 慢 一点点 。 这次 旅行 选 的	酒店	还 算 顺利 ， 交通 方便 ， 周边 吃 的 很多 ，
GPT_POS_tokenise, 1374	两个 人 行李 放 起来 有点 挤 。	酒店	整体 体验 中规中矩 ， 服务 人员 态度 正常 ， 房间 干净 ，
GPT_POS_tokenise, 1375	声音 稍微 大 一点 。 这次 住 的	酒店	算是 比较稳定 的 一家 ， 没有 特别 惊喜 但 也 没有 问题
GPT_POS_tokenise, 1377	小 了 一点 ， 办公 不太 宽松 。	酒店	位置 很 好 ， 附近 商圈 和 地铁 都 很 近 ，
GPT_POS_tokenise, 1380	可以 ， 就是 WiFi 偶尔 卡顿 一下 。	酒店	整体 还 可以 ， 属于 那种 不会 出错 的 类型 ， 位置
GPT_POS_tokenise, 1381	这次 来 南京 是 临时 出差 订 的	酒店	， 本来 想着 随便 住 一晚 就 行 ， 结果 整体 体验
GPT_POS_tokenise, 1382	。 这次 在 杭州 住 了 三天 ，	酒店	位置 还 算 可以 ， 去 西湖 打车 十几分钟 ， 出行 不算
GPT_POS_tokenise, 1383	。 这次 在 上海 住 了 两晚 ，	酒店	离 地铁口 挺近 ， 走路 几分钟 就 到 ， 拖 箱子 也
GPT_POS_tokenise, 1384	。 这次 来 成都 住 了 三晚 ，	酒店	在 一条 小 路上 ， 晚上 反而 挺 安静 的 ， 不会
GPT_POS_tokenise, 1385	。 这次 在 西安 住 了 两晚 ，	酒店	外观 看着 普通 ， 但 进去 之后 还 可以 ， 大堂 挺
GPT_POS_tokenise, 1386	， 整体 感觉 还 挺 轻松 的 。	酒店	离 海边 不算 远 ， 天气 好 的 时候 走 过去 也
GPT_POS_tokenise, 1387	这次 在 深圳 出差 住 了 三天 ，	酒店	整体 比较 现代 一点 ， 房间 看起来 比较 清爽 。 每天 打扫
GPT_POS_tokenise, 1388	都 可以 ， 整体 属于 比较 实用型 的	酒店	。 这次 去 青岛 住 了 三天 ， 酒店 位置 不错 ，
GPT_POS_tokenise, 1389	。 这次 去 青岛 住 了 三天 ，	酒店	位置 不错 ， 离 海边 不远 ， 走路 也 能 过去 。
GPT_POS_tokenise, 1390	。 这次 来 广州 住 了 两晚 ，	酒店	位置 挺 方便 的 ， 地铁 出来 走 一段 就 到 了
GPT_POS_tokenise, 1391	。 这次 在 重庆 住 了 三天 ，	酒店	在 坡 上 ， 上下 走路 稍微 有点累 ， 但 整体 还
GPT_POS_tokenise, 1392	。 这次 在 苏州 住 了 两天 ，	酒店	整体 比较 安静 ， 晚上 基本 没什么 噪音 。 房间 布置 简单
GPT_POS_tokenise, 1393	。 这次 在 长沙 住 了 两晚 ，	酒店	位置 还 可以 ， 离 市中心 不远 。 房间 进去 没有 异味
GPT_POS_tokenise, 1396	。 这次 在 合肥 住 了 两晚 ，	酒店	整体 中规中矩 ， 房间 干净 整齐 。 空调 运行 稳定 ， 晚上
GPT_POS_tokenise, 1397	。 这次 在 济南 住 了 三天 ，	酒店	位置 还 可以 ， 出门 打车 方便 。 房间 干净 ， 没有
GPT_POS_tokenise, 1398	。 这次 在 大连 住 了 两晚 ，	酒店	整体 不错 ， 房间 干净 整齐 。 晚上 比较 安静 ， 没有
GPT_POS_tokenise, 1404	不错 ， 下次 来 这边 还会 考虑 。	酒店	不吵 ， 晚上 休息 得 很 好 ， 隔音 比 想象 中好
GPT_POS_tokenise, 1416	挺 便利 ， 出行 打车 也 方便 。	酒店	整体 干净 整洁 ， 看起来 比较 新 。 服务态度 不错 ， 有问必答
GPT_POS_tokenise, 1433	。 退房 也 很快 ， 没有 拖延 。	酒店	位置 不错 ， 打车 也 很 好 定位 。 整体 住 下来
GPT_POS_tokenise, 1437	入住 体验 还 行 ， 属于 稳妥 型	酒店	。 简单 住 一晚 的话 完全 没 问题 ， 挺 方便 的
GPT_POS_tokenise, 1446	联系 寄 回来 了 ， 挺 负责 。	酒店	不算 特别 豪华 ， 但 整体 住 起来 很 踏实 。 晚上
GPT_POS_tokenise, 1453	挺 安静 的 ， 睡得 挺 沉 。	酒店	离 地铁站 不远 ， 拖 行李 走 过去 也 不 费劲 。
GPT_POS_tokenise, 1454	不 费劲 。 临时 改了 入住 时间 ，	酒店	也 很快 帮 我 调整 好 了 。 房间 比 图片 看起来
GPT_POS_tokenise, 1465	流程 很 简单 ， 没有 多余 步骤 。	酒店	位置 还 可以 ， 去 景点 打车 也 方便 。 房间 卫生
GPT_POS_tokenise, 1476	感觉 比较稳定 ， 是 那种 不会 出错 的	酒店	。 价格 和 位置 匹配 度 还 可以 ， 算 合理 。
GPT_POS_tokenise, 1483	。 临时 改 行程 提前 到 了 ，	酒店	也 很快 给 安排 了 房间 ， 没有 卡 。 一 进门
GPT_POS_tokenise, 1494	放 点 饮料 挺 方便 。 晚上 回	酒店	比较 晚 ， 还 能 顺利 点到 外卖 ， 很 方便 。
GPT_POS_tokenise, 1500	一点 ， 但 睡着 还 挺舒服 的 。	酒店	位置 不难 找 ， 导航 直接 就 到 了 。 房间 里
GPT_POS_tokenise, 1506	， 晚上 还 挺 有 氛围 的 。	酒店	整体 给 人 感觉 比较 干净利落 。 有 需求 打电话 给 前台
GPT_POS_tokenise, 1514	及时 ， 每天 回来 都 很 整齐 。	酒店	周边 吃 的 选择 挺 多 ， 出门 就 能 解决 。
GPT_POS_tokenise, 1523	挺快 就 热 了 ， 这点 比 很多	酒店	好 ， 不用 等 太久 ， 水温 也 比较稳定 。 早餐 一般般
GPT_POS_tokenise, 1526	价格 不高 ， 性价比 算 中等偏上 吧 。	酒店	在 市区 里面 ， 出行 挺 方便 的 ， 打车 也好 叫车
GPT_POS_tokenise, 1533	网页 还 行 ， 不算 大 问题 。	酒店	整体 偏 商务 风格 ， 没有 太 多 装饰 ， 但 比较
GPT_POS_tokenise, 1539	算 顺畅 ， 没有 太 多 折腾 。	酒店	外观 看起来 一般 ， 但 里面 还 算 干净 整齐 。 周边
GPT_POS_tokenise, 1559	不 惊艳 但 能 住 得 舒服 的	酒店	。 整体 感觉 还 可以 ， 房间 不算 大 但 挺 干净
GPT_POS_tokenise, 1560	一开 就 热 ， 这点 比 很多 同价位	酒店	好 ， 就是 隔音 一般 ， 走廊 有人 说话 能 听见 一点
GPT_POS_tokenise, 1573	再 优化 一下 。 总体 就是 方便 型	酒店	， 适合 赶 火车 或者 短住 。 早餐 一般般 ， 种类 偏少
GPT_POS_tokenise, 1575	挺 稳定 ， 热得快 ， 这点 比 有些	酒店	强 。 房间 灯光 偏 柔和 ， 晚上 看着 不 刺眼 ，
GPT_POS_tokenise, 1580	算是 比较顺利 ， 没有 什么 大 问题 。	酒店	位置 还 可以 ， 周围 有 便利店 ， 买 东西 挺 方便
GPT_POS_tokenise, 1590	没有 惊喜 ， 但 也 不 失望 。	酒店	整体 比较 基础 款 ， 偏 实用 。 早餐 地方 有点 挤
GPT_POS_tokenise, 1600	的 ， 晚上 很 安静 没什么 噪音 。	酒店	位置 不错 ， 出门 就 有 便利店 和 地铁 ， 赶 行程
GPT_POS_tokenise, 1611	还 可以 ， 白天 挺 亮堂 的 。	酒店	整体 偏老 一点 ， 但 维护 得 还行 ， 没有 明显 脏乱
GPT_POS_tokenise, 1617	洗澡水 很 稳定 ， 这点 比 一些 同价位	酒店	好 很多 。 整体 没有 踩 雷 ， 就是 比较 普通 的
GPT_POS_tokenise, 1624	异味 ， 这点 让 我 比较 放心 。	酒店	有点 年代 感 ， 但 卫生 做 得 还 可以 。 窗帘
GPT_POS_tokenise, 1634	还 算 新鲜 ， 没有 太 油腻 。	酒店	位置 在 市中心 ， 去 哪 都 方便 。 装修 风格 比较
GPT_POS_tokenise, 1641	会 稍微 挤 一点 ， 行李 摊不开 。	酒店	挺 新 的 感觉 ， 装修 偏 简洁 风 ， 卫生 做
GPT_POS_tokenise, 1649	多 惊喜 但 也 没 踩 雷 。	酒店	离 火车站 真的 很近 ， 走路 几分钟 就 到 ， 赶 早班车
GPT_POS_tokenise, 1651	热水 来得 很快 ， 这点 比 一些 同档	酒店	好 。 整体 装修 比较简单 ， 属于 实用型 ， 不是 那种 豪华
GPT_POS_tokenise, 1658	款 没 问题 。 整体 就是 方便 型	酒店	， 适合 短住 。 这家 酒店 整体 感觉 挺 干净 的 ，
GPT_POS_tokenise, 1659	方便 型 酒店 ， 适合 短住 。 这家	酒店	整体 感觉 挺 干净 的 ， 进门 没有 异味 ， 房间 整理
GPT_POS_tokenise, 1669	了 之后 整体 比 想象 中好 很多 。	酒店	位置 还 挺 好找 的 ， 离 地铁 不算 远 ， 拖
GPT_POS_tokenise, 1670	接受 。 本来 是 临时 订 的 这家	酒店	， 价格 也 不算 贵 ， 就 没 抱 太高 期待 ，
GPT_POS_tokenise, 1671	还行 。 整体 属于 比较 稳 的 那种	酒店	。 出差 住 了 一晚 ， 整体 体验 算是 比较 顺 的
GPT_POS_tokenise, 1672	整体 体验 算是 比较 顺 的 那种 。	酒店	在 主 路边 上 ， 打车 很 方便 ， 一说 名字 司机
GPT_POS_tokenise, 1673	时候 其实 只是 随便 选 的 一个 过渡	酒店	， 没想到 住 下来 还 挺舒服 。 房间 风格 比较简单 ， 但
GPT_POS_tokenise, 1674	可以 ， 去 景点 打车 都 不远 。	酒店	整体 不算 新 ， 但 维护 得 还 算 干净 。 房间
GPT_POS_tokenise, 1676	的 ， 入住 之后 确实 还 可以 。	酒店	位置 挺 方便 的 ， 附近 地铁 和 公交 都 有 ，
GPT_POS_tokenise, 1676	不错 。 算是 比较 靠 谱 的 一家	酒店	。 临时 出行 订 的 这家 ， 价格 不高 所以 本来 没抱
GPT_POS_tokenise, 1677	比较 干净 ， 睡着 也 还 舒服 。	酒店	位置 还 可以 ， 走 几步 就 有 便利店 。 前台 处理
GPT_POS_tokenise, 1677	使用 。 整体 就是 那种 简单 实用型 的	酒店	。 这次 住 的 是 一晚 短住 ， 整体 体验 还 挺
GPT_POS_tokenise, 1678	还 可以 ， 没有 发现 明显 问题 。	酒店	不算 特别 新 ， 但 维护 得 还行 。 早上 退房 也
GPT_POS_tokenise, 1679	体验 。 这次 过来 开会 选 的 这家	酒店	， 主要 是 图个 离 会场 近 ， 走路 大概 十分钟 左右
GPT_POS_tokenise, 1680	可以 。 整体 属于 那种 不 出错 的	酒店	。 这次 是 一个 人来 旅游 ， 随便 选 的 酒店 ，
GPT_POS_tokenise, 1681	是 一个 人来 旅游 ， 随便 选 的	酒店	， 本来 没太大 期待 ， 结果 实际 体验 还 可以 。 位置
GPT_POS_tokenise, 1682	整体 算是 比较 顺 的 一次 入住 。	酒店	外观 看着 一般 ， 但 进去 之后 还 可以 ， 房间 没有
GPT_POS_tokenise, 1683	。 整体 属于 比较 稳 的 商务 型	酒店	。 临时 转机 住 了 一晚 ， 主要 就是 图个 方便 ，
GPT_POS_tokenise, 1685	新 ， 但 维护 得 还行 。 这家	酒店	是 朋友 推荐 的 ， 来 了 之后 感觉 还 行 。
GPT_POS_tokenise, 1687	还够用 ， 小孩 活动 也 没 问题 。	酒店	整体 不算 豪华 ， 但 卫生 做 得 还 可以 ， 地面
GPT_POS_tokenise, 1689	。 这次 是 短期 出差 选 的 这家	酒店	， 位置 挺 方便 的 ， 去 客户 那边 打车 也 快
GPT_POS_tokenise, 1692	太 影响 。 整体 还 算 满意 。	酒店	位置 还 可以 ， 离主路 不远 ， 打车 很 方便 。 房间
GPT_POS_tokenise, 1695	顺路 住 的 ， 主要 图 方便 。	酒店	离 地铁站 不远 ， 走 过去 不 费劲 。 房间 面积 一般
GPT_POS_tokenise, 1696	服务态度 不错 。 整体 就是 稳稳 的 那种	酒店	。 这次 是 朋友 帮忙 订 的 房间 ， 到 了 之后
GPT_POS_tokenise, 1698	住 了 一晚 ， 整体 还 可以 。	酒店	位置 比较 好找 ， 导航 直接 到 门口 。 房间 设施 不算
GPT_POS_tokenise, 1701	好 了 ， 还 挺 顺 的 。	酒店	位置 还 不错 ， 离 地铁站 不远 ， 走路 几分钟 就 到
GPT_POS_tokenise, 1722	， 没有 什么 不 舒服 的 地方 。	酒店	位置 挺 好找 的 ， 导航 直接 就 到 了 。 房间
GPT_POS_tokenise, 1734	整体 就是 比较 基础 但 干净 的 那种	酒店	。 临时 订 的 房间 ， 结果 还 算 满意 。 晚上
GPT_POS_tokenise, 1742	不少 ， 进门 那一刻 有点 小 惊喜 。	酒店	周围 挺 安静 的 ， 晚上 几乎 听 不到 车 声 ，
GPT_POS_tokenise, 1754	但 住 起来 不 压抑 。 晚上 回	酒店	很 晚 ， 门口 还是 有人 值班 ， 感觉 比较 安心 。
GPT_POS_tokenise, 1765	房间 ， 结果 整体 体验 还 不错 。	酒店	外面 看着 一般 ， 但 里面 还 算 干净 整洁 。 停车
GPT_POS_tokenise, 1779	。 整体 体验 属于 那种 不会 出错 的	酒店	类型 。 这次 入住 整体 还 可以 ， 房间 不算 大 ，
GPT_POS_tokenise, 1781	了 一会儿 ， 总体 还 算 顺利 。	酒店	位置 还 不错 ， 离 地铁站 不远 ， 走路 几分钟 就 到
GPT_POS_tokenise, 1784	入住 挺快 的 ， 没有 排队 太久 。	酒店	在 市中心 边上 ， 去 哪里 都 不算 远 ， 交通 算是
GPT_POS_tokenise, 1786	方便 ， 整体 还 算 舒服 。 这家	酒店	性价比 还 行 ， 价格 不高 但 基本功能 都 有 ， 床
GPT_POS_tokenise, 1789	什么 问题 。 这次 是 临时 订 的	酒店	， 没想到 还 挺 顺利 ， 房间 干净 度 可以 ， 床
GPT_POS_tokenise, 1790	一般 ， 但 晚上 睡觉 没 影响 。	酒店	位置 不错 ， 周边 吃 的 很多 ， 出门 就 能 找到
GPT_POS_tokenise, 1793	， 就是 浴室 排水 稍微 慢 一点点 。	酒店	在 主路 旁边 ， 打车 很 方便 ， 进 房间 第一 感觉
GPT_POS_tokenise, 1796	服务态度 不错 。 整体 来说 就是 中规中矩 的	酒店	， 没有 特别 惊喜 ， 但 也 没有 踩 雷 ， 位置
GPT_POS_tokenise, 1799	也 比较 安静 ， 适合 简单 休息 。	酒店	外观 看着 一般 ， 但 里面 还 算 整洁 ， 房间 卫生
GPT_POS_tokenise, 1804	简单 但 干净 ， 适合 出差 过渡 。	酒店	位置 还 可以 ， 离 商圈 不远 ， 走路 或者 打车 都
GPT_POS_tokenise, 1809	比较 安心 。 这次 出差 选 的 这家	酒店	， 位置 不错 ， 房间 虽然 简单 但 实用 ， 办公 也
GPT_POS_tokenise, 1811	卫生间 也 比较 干净 ， 热水 很快 。	酒店	不算 新 ， 但 维护 得 还行 ， 房间 没有 破损 ，
GPT_POS_tokenise, 1817	顺畅 ， 房间 干净 ， 基本 满意 。	酒店	整体 比较 普通 ， 但胜 在 位置 和 干净 度 ， 适合
GPT_POS_tokenise, 1819	一点 声音 ， 但 不 影响 休息 。	酒店	位置 挺 方便 的 ， 离 地铁 不远 ， 拖 行李 走
GPT_POS_tokenise, 1823	窗户 有点 小 ， 白天 采光 一般 。	酒店	整体 风格 比较 朴素 ， 没有 什么 装饰 ， 但胜 在 干净
GPT_POS_tokenise, 1827	可以 ， 就是 没有 太 多 变化 。	酒店	外面 看起来 普通 ， 但 里面 卫生 做 得 还 不错 ，
GPT_POS_tokenise, 1833	但 也 没有 不 舒服 的 地方 。	酒店	周边 比较 安静 ， 晚上 基本 没有 吵闹声 ， 适合 休息 。
GPT_POS_tokenise, 1839	， 整体 体验 比较稳定 ， 适合 短住 。	酒店	离 商圈 不远 ， 吃饭 购物 都 比较 方便 。 床 睡
GPT_POS_tokenise, 1844	就 结束 了 ， 没有 耽误 行程 。	酒店	整体 属于 比较 基础 的 类型 ， 但 干净 度 是 可以
GPT_POS_tokenise, 1849	还 可以 ， 不 需要 等 太久 。	酒店	位置 好找 ， 导航 直接 就 能 到 门口 。 房间 布置
GPT_POS_tokenise, 1856	没有 明显 问题 ， 算是 正常 水平 。	酒店	适合 短暂 停留 ， 不太 适合 长住 ， 但 一晚 体验 还
GPT_POS_tokenise, 1858	， 这点 比 我 之前 住 的 一些	酒店	好 很多 ， 就是 早餐 选择 有点 少 ， 种类 不 多
GPT_POS_tokenise, 1859	种类 不 多 ， 稍微 有点 失望 。	酒店	离 地铁站 挺近 的 ， 走路 几分钟 就 到 了 ， 赶时间
GPT_POS_tokenise, 1864	维护 得 还行 ， 没有 明显 问题 。	酒店	整体 偏 简单 风格 ， 没有 太 多 装饰 ， 但 干净
GPT_POS_tokenise, 1871	开灯 也 够用 ， 影响 不 大 。	酒店	位置 还 行 ， 周边 吃 的 挺 多 ， 晚上 出去
GPT_POS_tokenise, 1878	特别 生硬 ， 沟通 还 算 顺畅 。	酒店	离 商圈 不远 ， 打车 很 方便 ， 位置 算是 加 分项
GPT_POS_tokenise, 1888	， 水温 也 比较稳定 ， 没有 忽冷忽热 。	酒店	外观 看起来 一般 ， 但 内部 还 算 干净 整洁 。 前台
GPT_POS_tokenise, 1896	使用 。 总体 来说 就是 简单 干净 型	酒店	， 不 复杂 但 够用 。 晚上 到 得 比较 晚 ，
GPT_POS_tokenise, 1898	一晚 ， 整体 属于 比较 稳 的 那种	酒店	。 房间 装修 比较简单 ， 没有 太 多 装饰 ， 但 干净
